8320,3488448706,0,admin_login,"2015-07-15 19:43:08",login,"a:1:{s:7:""general"";N;}",success,sam,8,adminhtml_index_index,,207.237.128.194
8321,3488448706,0,adminhtml_system_account,"2015-07-15 19:50:39",view,"a:1:{s:7:""general"";s:1:""8"";}",success,sam,8,adminhtml_system_account_index,,207.237.128.194
8322,3488448706,0,adminhtml_permission_users,"2015-07-15 19:50:56",view,"a:1:{s:7:""general"";s:2:""13"";}",success,sam,8,adminhtml_permissions_user_edit,,207.237.128.194
8323,3488448706,0,admin_login,"2015-07-15 19:53:11",login,"a:1:{s:7:""general"";N;}",failure,mai,,adminhtml_index_index,,207.237.128.194
8324,3488448706,0,admin_login,"2015-07-15 19:53:18",login,"a:1:{s:7:""general"";N;}",success,mai78erne,7,adminhtml_index_index,,207.237.128.194
8325,3488448706,0,adminhtml_permission_roles,"2015-07-15 19:53:36",view,"a:1:{s:7:""general"";s:2:""67"";}",success,mai78erne,7,adminhtml_permissions_role_editrole,,207.237.128.194
8326,3488448706,0,adminhtml_permission_roles,"2015-07-15 19:53:54",save,"a:1:{s:7:""general"";s:2:""67"";}",success,mai78erne,7,adminhtml_permissions_role_saverole,,207.237.128.194
8327,3488448706,0,adminhtml_permission_roles,"2015-07-15 19:54:39",save,"a:1:{s:7:""general"";s:1:""1"";}",success,mai78erne,7,adminhtml_permissions_role_saverole,,207.237.128.194
8328,3488448706,0,adminhtml_permission_users,"2015-07-15 19:55:08",view,"a:1:{s:7:""general"";s:1:""2"";}",success,mai78erne,7,adminhtml_permissions_user_edit,,207.237.128.194
8329,3488448706,0,adminhtml_permission_users,"2015-07-15 19:55:18",save,"a:1:{s:7:""general"";s:1:""2"";}",success,mai78erne,7,adminhtml_permissions_user_save,,207.237.128.194
8330,3488448706,0,adminhtml_permission_roles,"2015-07-15 19:56:31",save,"a:1:{s:7:""general"";s:2:""67"";}",success,mai78erne,7,adminhtml_permissions_role_saverole,,207.237.128.194
8331,3488448706,0,adminhtml_permission_users,"2015-07-15 19:56:46",view,"a:1:{s:7:""general"";s:2:""13"";}",success,mai78erne,7,adminhtml_permissions_user_edit,,207.237.128.194
8332,3488448706,0,adminhtml_permission_users,"2015-07-15 19:56:50",save,"a:1:{s:7:""general"";s:2:""13"";}",success,mai78erne,7,adminhtml_permissions_user_save,,207.237.128.194
8333,3488448706,0,adminhtml_permission_users,"2015-07-15 19:57:57",view,"a:1:{s:7:""general"";s:2:""10"";}",success,mai78erne,7,adminhtml_permissions_user_edit,,207.237.128.194
8334,3488448706,0,adminhtml_permission_roles,"2015-07-15 19:59:01",view,"a:1:{s:7:""general"";s:1:""3"";}",success,mai78erne,7,adminhtml_permissions_role_editrole,,207.237.128.194
8335,3488448706,0,adminhtml_permission_users,"2015-07-15 19:59:20",view,"a:1:{s:7:""general"";s:2:""10"";}",success,mai78erne,7,adminhtml_permissions_user_edit,,207.237.128.194
8336,3488448706,0,adminhtml_permission_users,"2015-07-15 19:59:27",save,"a:1:{s:7:""general"";s:2:""10"";}",success,mai78erne,7,adminhtml_permissions_user_save,,207.237.128.194
8337,3488448706,0,adminhtml_permission_users,"2015-07-15 19:59:34",view,"a:1:{s:7:""general"";s:2:""14"";}",success,mai78erne,7,adminhtml_permissions_user_edit,,207.237.128.194
8338,3488448706,0,adminhtml_permission_users,"2015-07-15 19:59:41",delete,"a:1:{s:7:""general"";s:2:""14"";}",success,mai78erne,7,adminhtml_permissions_user_delete,,207.237.128.194
8339,3488448706,0,adminhtml_permission_users,"2015-07-15 19:59:48",view,"a:1:{s:7:""general"";s:1:""5"";}",success,mai78erne,7,adminhtml_permissions_user_edit,,207.237.128.194
8340,3488448706,0,adminhtml_permission_users,"2015-07-15 19:59:54",delete,"a:1:{s:7:""general"";s:1:""5"";}",success,mai78erne,7,adminhtml_permissions_user_delete,,207.237.128.194
8341,3488448706,0,adminhtml_permission_users,"2015-07-15 20:00:27",view,"a:1:{s:7:""general"";s:1:""4"";}",success,mai78erne,7,adminhtml_permissions_user_edit,,207.237.128.194
8342,3488448706,0,adminhtml_permission_users,"2015-07-15 20:00:41",delete,"a:1:{s:7:""general"";s:1:""4"";}",success,mai78erne,7,adminhtml_permissions_user_delete,,207.237.128.194
8343,3488448706,0,adminhtml_permission_users,"2015-07-15 20:00:54",view,"a:1:{s:7:""general"";s:1:""9"";}",success,mai78erne,7,adminhtml_permissions_user_edit,,207.237.128.194
8344,3488448706,0,adminhtml_permission_users,"2015-07-15 20:01:46",delete,"a:1:{s:7:""general"";s:1:""9"";}",success,mai78erne,7,adminhtml_permissions_user_delete,,207.237.128.194
8345,3488448706,0,adminhtml_permission_users,"2015-07-15 20:01:54",view,"a:1:{s:7:""general"";s:1:""6"";}",success,mai78erne,7,adminhtml_permissions_user_edit,,207.237.128.194
8346,3488448706,0,adminhtml_permission_users,"2015-07-15 20:01:59",delete,"a:1:{s:7:""general"";s:1:""6"";}",success,mai78erne,7,adminhtml_permissions_user_delete,,207.237.128.194
8347,3488448706,0,adminhtml_permission_users,"2015-07-15 20:02:05",view,"a:1:{s:7:""general"";s:1:""1"";}",success,mai78erne,7,adminhtml_permissions_user_edit,,207.237.128.194
8348,3488448706,0,adminhtml_permission_users,"2015-07-15 20:02:10",delete,"a:1:{s:7:""general"";s:1:""1"";}",success,mai78erne,7,adminhtml_permissions_user_delete,,207.237.128.194
8349,3488448706,0,adminhtml_permission_users,"2015-07-15 20:02:24",view,"a:1:{s:7:""general"";s:2:""13"";}",success,mai78erne,7,adminhtml_permissions_user_edit,,207.237.128.194
8350,3488448706,0,adminhtml_permission_users,"2015-07-15 20:02:28",delete,"a:1:{s:7:""general"";s:2:""13"";}",success,mai78erne,7,adminhtml_permissions_user_delete,,207.237.128.194
8351,3488448706,0,adminhtml_permission_users,"2015-07-15 20:02:38",view,"a:1:{s:7:""general"";s:2:""12"";}",success,mai78erne,7,adminhtml_permissions_user_edit,,207.237.128.194
8352,3488448706,0,adminhtml_permission_users,"2015-07-15 20:02:43",delete,"a:1:{s:7:""general"";s:2:""12"";}",success,mai78erne,7,adminhtml_permissions_user_delete,,207.237.128.194
8353,3488448706,0,adminhtml_permission_users,"2015-07-15 20:05:09",save,"a:1:{s:7:""general"";s:2:""15"";}",success,sam,8,adminhtml_permissions_user_save,,207.237.128.194
8354,1236707998,0,admin_login,"2015-07-15 20:09:40",login,"a:1:{s:7:""general"";N;}",failure,ryan,,adminhtml_index_index,,73.182.170.158
8355,1236707998,0,admin_login,"2015-07-15 20:10:10",login,"a:1:{s:7:""general"";N;}",success,r.ryan,15,adminhtml_index_index,,73.182.170.158
8356,1236707998,0,catalog_products,"2015-07-15 20:45:02",view,"a:1:{s:7:""general"";s:7:""1644986"";}",success,r.ryan,15,adminhtml_catalog_product_edit,,73.182.170.158
8357,1236707998,0,catalog_products,"2015-07-15 20:46:01",view,"a:1:{s:7:""general"";s:7:""1644986"";}",success,r.ryan,15,adminhtml_catalog_product_edit,,73.182.170.158
8358,1236707998,0,catalog_products,"2015-07-15 20:47:09",save,"a:1:{s:7:""general"";s:7:""1644986"";}",success,r.ryan,15,adminhtml_catalog_product_save,,73.182.170.158
8359,1236707998,0,reports,"2015-07-15 21:03:55",view,"a:1:{s:7:""general"";s:16:""shopcart_product"";}",success,r.ryan,15,adminhtml_report_shopcart_product,,73.182.170.158
8360,1236707998,0,adminhtml_system_config,"2015-07-15 21:04:22",view,"a:1:{s:7:""general"";s:16:""cataloginventory"";}",success,r.ryan,15,adminhtml_system_config_edit,,73.182.170.158
8361,1236707998,0,adminhtml_system_config,"2015-07-15 21:04:49",view,"a:1:{s:7:""general"";s:10:""newsletter"";}",success,r.ryan,15,adminhtml_system_config_edit,,73.182.170.158
